Appointment_ID,Appointment_Date,Department,Provider,Appointment_Type,Scheduled_Hour,Slot_Duration_Mins,Wait_Time_Mins,Status,Billing_Amount,Claim_Status,Claim_Turnaround_Days
APT2448,2024-02-28,Pediatrics,Dr. Wilson,New Patient,11,45,23,Completed,495.59,Pending,25.0
APT2449,2024-09-27,General Practice,Dr. Kim,Urgent Care,13,45,15,Completed,592.39,Paid,5.0
APT2450,2024-01-16,General Practice,Dr. Garcia,New Patient,11,45,17,Completed,333.63,Pending,23.0
APT2451,2024-03-21,Dermatology,Dr. Nguyen,Urgent Care,15,45,24,Cancelled,0.0,N/A,
APT2452,2024-02-10,Pediatrics,Dr. Wilson,New Patient,13,45,23,Completed,467.23,Pending,16.0
APT2453,2024-01-17,Pediatrics,Dr. Wilson,Urgent Care,8,45,10,Cancelled,0.0,N/A,
APT2454,2024-06-18,Cardiology,Dr. Patel,New Patient,17,45,40,Completed,656.57,Paid,13.0
APT2455,2024-12-07,Pediatrics,Dr. Chen,Annual Checkup,15,30,37,Completed,126.15,Denied,21.0
APT2456,2024-10-05,Dermatology,Dr. Davis,Annual Checkup,16,30,15,Completed,501.92,Denied,14.0
APT2457,2024-06-11,Orthopedics,Dr. Johnson,Annual Checkup,10,30,34,Completed,527.39,Paid,17.0
APT2458,2024-11-27,Cardiology,Dr. Patel,Urgent Care,17,45,46,Completed,648.33,Paid,19.0
APT2459,2024-11-27,Pediatrics,Dr. Wilson,Urgent Care,9,45,14,No-Show,0.0,N/A,
APT2460,2024-07-14,Cardiology,Dr. Patel,Annual Checkup,17,30,54,Completed,171.44,Paid,18.0
APT2461,2024-04-20,Cardiology,Dr. Smith,New Patient,15,45,43,Cancelled,0.0,N/A,
APT2462,2024-05-07,Dermatology,Dr. Nguyen,Annual Checkup,11,30,15,No-Show,0.0,N/A,
APT2463,2024-10-25,Orthopedics,Dr. Lee,Urgent Care,17,45,39,Completed,664.91,Paid,20.0
APT2464,2024-08-08,General Practice,Dr. Brown,Follow-Up,10,30,5,Completed,427.09,Paid,30.0
APT2465,2024-02-24,Pediatrics,Dr. Wilson,New Patient,9,45,30,Completed,688.72,Paid,16.0
APT2466,2024-10-06,General Practice,Dr. Brown,Annual Checkup,9,30,11,No-Show,0.0,N/A,
APT2467,2024-03-16,Dermatology,Dr. Nguyen,Urgent Care,9,45,23,Completed,773.76,Paid,19.0
APT2468,2024-12-04,Dermatology,Dr. Nguyen,New Patient,16,45,23,Completed,779.36,Paid,19.0
APT2469,2024-09-30,General Practice,Dr. Garcia,New Patient,10,45,24,No-Show,0.0,N/A,
APT2470,2024-09-19,General Practice,Dr. Kim,Urgent Care,11,45,32,Completed,780.76,Denied,21.0
APT2471,2024-10-03,Pediatrics,Dr. Wilson,New Patient,10,45,12,Completed,281.65,Paid,26.0
APT2472,2024-06-12,Pediatrics,Dr. Chen,Follow-Up,15,30,33,Completed,689.48,Paid,37.0
APT2473,2024-06-02,Dermatology,Dr. Davis,New Patient,17,45,11,Completed,635.23,Paid,19.0
APT2474,2024-12-11,Orthopedics,Dr. Lee,Follow-Up,17,30,14,Cancelled,0.0,N/A,
APT2475,2024-08-25,Pediatrics,Dr. Wilson,Urgent Care,14,45,24,Completed,565.21,Paid,15.0
APT2476,2024-10-28,General Practice,Dr. Brown,New Patient,13,45,35,No-Show,0.0,N/A,
APT2477,2024-02-27,Cardiology,Dr. Patel,New Patient,13,45,27,Completed,446.05,Paid,8.0
APT2478,2024-09-06,Orthopedics,Dr. Johnson,Follow-Up,12,30,30,Completed,333.31,Paid,6.0
APT2479,2024-08-23,General Practice,Dr. Brown,Follow-Up,17,30,26,Completed,304.99,Paid,6.0
APT2480,2024-12-25,Dermatology,Dr. Nguyen,Urgent Care,12,45,20,Completed,368.61,Pending,6.0
APT2481,2024-08-07,General Practice,Dr. Kim,Urgent Care,8,45,17,Cancelled,0.0,N/A,
APT2482,2024-08-15,Orthopedics,Dr. Johnson,Annual Checkup,8,30,51,No-Show,0.0,N/A,
APT2483,2024-07-01,Orthopedics,Dr. Johnson,Urgent Care,17,45,39,No-Show,0.0,N/A,
APT2484,2024-01-01,Dermatology,Dr. Davis,Follow-Up,16,30,13,Completed,286.14,Paid,18.0
APT2485,2024-11-10,Dermatology,Dr. Davis,Follow-Up,8,30,20,Completed,789.51,Paid,21.0
APT2486,2024-09-26,Pediatrics,Dr. Wilson,New Patient,15,45,9,Completed,397.44,Paid,22.0
APT2487,2024-06-02,Cardiology,Dr. Smith,New Patient,9,45,8,No-Show,0.0,N/A,
APT2488,2024-12-04,Orthopedics,Dr. Lee,Follow-Up,17,30,29,No-Show,0.0,N/A,
APT2489,2024-04-19,Cardiology,Dr. Smith,New Patient,15,45,30,Completed,339.21,Pending,22.0
APT2490,2024-06-13,Cardiology,Dr. Patel,New Patient,16,45,35,Completed,380.43,Paid,10.0
APT2491,2024-05-22,Orthopedics,Dr. Lee,Follow-Up,12,30,25,Completed,283.53,Paid,19.0
APT2492,2024-06-11,Cardiology,Dr. Patel,Annual Checkup,8,30,34,No-Show,0.0,N/A,
APT2493,2024-07-24,Dermatology,Dr. Nguyen,Urgent Care,9,45,15,Completed,727.6,Paid,15.0
APT2494,2024-12-24,Dermatology,Dr. Davis,New Patient,12,45,26,Completed,482.69,Paid,15.0
APT2495,2024-10-09,Pediatrics,Dr. Chen,Annual Checkup,10,30,19,Completed,155.73,Denied,31.0
APT2496,2024-04-25,Pediatrics,Dr. Wilson,Follow-Up,13,30,9,Completed,743.38,Paid,7.0
APT2497,2024-08-04,General Practice,Dr. Kim,Follow-Up,17,30,26,Completed,589.22,Paid,14.0
APT2498,2024-06-08,Pediatrics,Dr. Chen,Annual Checkup,16,30,17,Completed,582.08,Paid,13.0
APT2499,2024-10-28,General Practice,Dr. Garcia,New Patient,12,45,18,Cancelled,0.0,N/A,
APT2500,2024-11-02,Dermatology,Dr. Davis,Urgent Care,10,45,33,Completed,796.28,Pending,23.0
APT2501,2024-06-28,Pediatrics,Dr. Wilson,Urgent Care,9,45,27,Completed,155.02,Paid,10.0
APT2502,2024-04-16,Orthopedics,Dr. Lee,Follow-Up,14,30,23,Cancelled,0.0,N/A,
APT2503,2024-09-20,Orthopedics,Dr. Johnson,Annual Checkup,17,30,7,Cancelled,0.0,N/A,
APT2504,2024-09-05,Cardiology,Dr. Patel,New Patient,8,45,27,Completed,515.88,Paid,24.0
APT2505,2024-06-01,General Practice,Dr. Brown,Annual Checkup,16,30,24,Completed,225.25,Denied,17.0
APT2506,2024-12-15,Pediatrics,Dr. Chen,Urgent Care,12,45,20,Completed,401.94,Paid,14.0
APT2507,2024-08-11,Cardiology,Dr. Patel,New Patient,12,45,37,No-Show,0.0,N/A,
APT2508,2024-08-04,General Practice,Dr. Garcia,Urgent Care,13,45,26,Completed,337.94,Paid,8.0
APT2509,2024-06-06,Dermatology,Dr. Nguyen,Follow-Up,13,30,22,No-Show,0.0,N/A,
APT2510,2024-08-05,Dermatology,Dr. Davis,Annual Checkup,10,30,27,No-Show,0.0,N/A,
APT2511,2024-03-07,Pediatrics,Dr. Chen,Annual Checkup,10,30,17,Completed,590.42,Paid,22.0
APT2512,2024-11-19,Cardiology,Dr. Patel,Annual Checkup,13,30,63,Completed,260.23,Paid,17.0
APT2513,2024-03-23,Cardiology,Dr. Patel,Follow-Up,10,30,39,Completed,206.51,Pending,14.0
APT2514,2024-09-01,Pediatrics,Dr. Chen,Urgent Care,15,45,21,Cancelled,0.0,N/A,
APT2515,2024-02-04,General Practice,Dr. Kim,New Patient,14,45,24,Completed,155.35,Denied,19.0
APT2516,2024-07-09,Cardiology,Dr. Smith,Urgent Care,16,45,25,Cancelled,0.0,N/A,
APT2517,2024-02-25,Cardiology,Dr. Smith,Urgent Care,15,45,37,Completed,436.84,Paid,27.0
APT2518,2024-04-10,Dermatology,Dr. Davis,Annual Checkup,9,30,24,No-Show,0.0,N/A,
APT2519,2024-08-16,Cardiology,Dr. Patel,Annual Checkup,10,30,45,Completed,696.92,Paid,17.0
APT2520,2024-02-26,Cardiology,Dr. Smith,Follow-Up,10,30,42,Completed,470.13,Pending,20.0
APT2521,2024-04-26,Pediatrics,Dr. Chen,Urgent Care,14,45,12,Cancelled,0.0,N/A,
APT2522,2024-08-24,Dermatology,Dr. Davis,Follow-Up,16,30,23,Cancelled,0.0,N/A,
APT2523,2024-03-30,General Practice,Dr. Kim,New Patient,12,45,12,No-Show,0.0,N/A,
APT2524,2024-05-09,Orthopedics,Dr. Lee,New Patient,13,45,29,Cancelled,0.0,N/A,
APT2525,2024-06-05,Pediatrics,Dr. Chen,Urgent Care,13,45,22,Cancelled,0.0,N/A,
APT2526,2024-02-09,Orthopedics,Dr. Johnson,Follow-Up,9,30,38,No-Show,0.0,N/A,
APT2527,2024-10-02,Pediatrics,Dr. Chen,New Patient,17,45,10,Completed,415.53,Paid,24.0
APT2528,2024-12-06,Orthopedics,Dr. Johnson,Urgent Care,12,45,41,No-Show,0.0,N/A,
APT2529,2024-12-16,Orthopedics,Dr. Lee,Urgent Care,10,45,28,Completed,347.54,Paid,9.0
APT2530,2024-02-04,Dermatology,Dr. Davis,Follow-Up,17,30,19,Completed,678.69,Denied,15.0
APT2531,2024-11-21,General Practice,Dr. Kim,Urgent Care,11,45,21,Completed,526.22,Pending,16.0
APT2532,2024-10-06,General Practice,Dr. Kim,Annual Checkup,16,30,4,No-Show,0.0,N/A,
APT2533,2024-04-27,Orthopedics,Dr. Lee,New Patient,12,45,31,Completed,700.49,Paid,16.0
APT2534,2024-07-21,Dermatology,Dr. Davis,Annual Checkup,15,30,25,Completed,459.93,Paid,14.0
APT2535,2024-03-29,Pediatrics,Dr. Chen,Annual Checkup,12,30,33,Cancelled,0.0,N/A,
APT2536,2024-05-14,General Practice,Dr. Garcia,Follow-Up,14,30,5,Completed,673.61,Denied,26.0
APT2537,2024-11-04,Cardiology,Dr. Patel,Urgent Care,17,45,33,No-Show,0.0,N/A,
APT2538,2024-01-08,Dermatology,Dr. Davis,New Patient,13,45,27,No-Show,0.0,N/A,
APT2539,2024-10-02,Pediatrics,Dr. Chen,Urgent Care,14,45,21,Completed,791.72,Paid,25.0
APT2540,2024-12-19,Dermatology,Dr. Davis,Annual Checkup,17,30,17,Completed,795.25,Denied,11.0
APT2541,2024-09-02,Pediatrics,Dr. Wilson,Urgent Care,9,45,31,Cancelled,0.0,N/A,
APT2542,2024-04-29,General Practice,Dr. Garcia,Urgent Care,8,45,19,Completed,597.33,Pending,19.0
APT2543,2024-04-14,General Practice,Dr. Brown,Urgent Care,16,45,30,No-Show,0.0,N/A,
APT2544,2024-10-17,Orthopedics,Dr. Johnson,New Patient,9,45,25,No-Show,0.0,N/A,
APT2545,2024-01-16,Dermatology,Dr. Nguyen,Follow-Up,14,30,25,No-Show,0.0,N/A,
APT2546,2024-12-30,Dermatology,Dr. Davis,Follow-Up,17,30,15,Completed,217.45,Paid,17.0
APT2547,2024-01-08,Cardiology,Dr. Smith,Follow-Up,10,30,36,No-Show,0.0,N/A,
APT2548,2024-12-20,Cardiology,Dr. Smith,Urgent Care,16,45,20,Completed,403.78,Paid,13.0
APT2549,2024-09-17,Cardiology,Dr. Smith,Urgent Care,17,45,49,Completed,600.41,Paid,23.0
APT2550,2024-05-31,Cardiology,Dr. Smith,Urgent Care,11,45,34,Cancelled,0.0,N/A,
APT2551,2024-04-30,General Practice,Dr. Brown,Annual Checkup,16,30,22,Cancelled,0.0,N/A,
APT2552,2024-09-04,Cardiology,Dr. Smith,Follow-Up,12,30,32,Completed,236.49,Denied,26.0
APT2553,2024-12-12,Pediatrics,Dr. Chen,New Patient,9,45,18,Completed,238.99,Paid,19.0
APT2554,2024-04-03,Pediatrics,Dr. Chen,Annual Checkup,8,30,29,Cancelled,0.0,N/A,
APT2555,2024-08-12,Dermatology,Dr. Nguyen,New Patient,9,45,14,Cancelled,0.0,N/A,
APT2556,2024-08-09,Cardiology,Dr. Patel,Annual Checkup,14,30,51,Completed,164.42,Paid,9.0
APT2557,2024-06-02,Pediatrics,Dr. Chen,Follow-Up,9,30,33,Completed,790.75,Paid,16.0
APT2558,2024-02-21,Pediatrics,Dr. Chen,Annual Checkup,14,30,18,Completed,640.7,Paid,7.0
APT2559,2024-07-07,Cardiology,Dr. Smith,Urgent Care,16,45,30,No-Show,0.0,N/A,
APT2560,2024-10-10,Orthopedics,Dr. Lee,Urgent Care,10,45,25,Completed,211.51,Paid,14.0
APT2561,2024-09-27,Pediatrics,Dr. Wilson,Urgent Care,11,45,19,Completed,490.62,Paid,24.0
APT2562,2024-08-29,Dermatology,Dr. Davis,New Patient,16,45,22,Completed,354.86,Denied,20.0
APT2563,2024-04-02,Dermatology,Dr. Nguyen,New Patient,13,45,11,Completed,498.54,Paid,13.0
APT2564,2024-03-05,Cardiology,Dr. Smith,Follow-Up,8,30,53,Completed,402.13,Denied,14.0
APT2565,2024-07-13,Pediatrics,Dr. Wilson,New Patient,8,45,33,Cancelled,0.0,N/A,
APT2566,2024-03-12,Cardiology,Dr. Patel,Annual Checkup,9,30,33,Completed,334.93,Denied,18.0
APT2567,2024-09-06,Cardiology,Dr. Patel,New Patient,15,45,46,Cancelled,0.0,N/A,
APT2568,2024-05-31,Orthopedics,Dr. Lee,Follow-Up,14,30,48,Completed,648.84,Paid,17.0
APT2569,2024-05-23,Dermatology,Dr. Davis,Urgent Care,9,45,17,Completed,757.98,Paid,18.0
APT2570,2024-03-24,General Practice,Dr. Brown,Urgent Care,10,45,23,Completed,333.99,Paid,23.0
APT2571,2024-01-28,Cardiology,Dr. Patel,Annual Checkup,12,30,35,Cancelled,0.0,N/A,
APT2572,2024-12-14,Cardiology,Dr. Patel,Urgent Care,12,45,41,Cancelled,0.0,N/A,
APT2573,2024-08-10,Cardiology,Dr. Patel,New Patient,16,45,51,No-Show,0.0,N/A,
APT2574,2024-07-06,Orthopedics,Dr. Johnson,New Patient,15,45,39,Completed,756.67,Paid,20.0
APT2575,2024-04-22,Cardiology,Dr. Patel,Annual Checkup,13,30,20,Completed,765.45,Paid,5.0
APT2576,2024-03-10,Orthopedics,Dr. Johnson,Follow-Up,12,30,39,Completed,452.17,Paid,17.0
APT2577,2024-05-23,Dermatology,Dr. Nguyen,New Patient,8,45,16,Completed,439.83,Paid,19.0
APT2578,2024-12-18,Orthopedics,Dr. Johnson,Follow-Up,12,30,34,Completed,163.06,Paid,25.0
APT2579,2024-10-04,Cardiology,Dr. Patel,Urgent Care,13,45,36,Completed,146.14,Denied,14.0
APT2580,2024-02-16,Dermatology,Dr. Davis,Annual Checkup,9,30,28,Completed,782.31,Paid,17.0
APT2581,2024-02-25,Orthopedics,Dr. Lee,Follow-Up,9,30,40,Cancelled,0.0,N/A,
APT2582,2024-04-26,Cardiology,Dr. Patel,Follow-Up,15,30,30,Completed,239.73,Paid,14.0
APT2583,2024-08-08,Pediatrics,Dr. Wilson,New Patient,17,45,21,Cancelled,0.0,N/A,
APT2584,2024-12-24,Pediatrics,Dr. Chen,Annual Checkup,9,30,20,Completed,493.24,Denied,21.0
APT2585,2024-11-26,General Practice,Dr. Brown,Urgent Care,10,45,18,Completed,389.24,Paid,7.0
APT2586,2024-07-30,Dermatology,Dr. Davis,Annual Checkup,13,30,17,No-Show,0.0,N/A,
APT2587,2024-07-30,Pediatrics,Dr. Wilson,Follow-Up,9,30,26,Completed,784.18,Pending,16.0
APT2588,2024-02-12,General Practice,Dr. Kim,New Patient,11,45,18,Completed,280.47,Paid,24.0
APT2589,2024-10-14,Orthopedics,Dr. Lee,Follow-Up,17,30,28,Completed,579.22,Paid,9.0
APT2590,2024-04-19,Pediatrics,Dr. Chen,Annual Checkup,13,30,19,Completed,466.81,Pending,15.0
APT2591,2024-08-03,General Practice,Dr. Brown,Urgent Care,16,45,12,Completed,703.43,Paid,17.0
APT2592,2024-08-07,Pediatrics,Dr. Wilson,Follow-Up,15,30,24,No-Show,0.0,N/A,
APT2593,2024-10-04,General Practice,Dr. Garcia,Annual Checkup,16,30,20,No-Show,0.0,N/A,
APT2594,2024-07-14,General Practice,Dr. Brown,Follow-Up,12,30,22,Completed,478.13,Denied,29.0
APT2595,2024-08-16,General Practice,Dr. Brown,New Patient,15,45,17,Cancelled,0.0,N/A,
APT2596,2024-06-29,Pediatrics,Dr. Chen,Urgent Care,9,45,22,Cancelled,0.0,N/A,
APT2597,2024-01-05,Dermatology,Dr. Davis,Annual Checkup,17,30,16,Completed,731.62,Denied,13.0
APT2598,2024-09-09,Cardiology,Dr. Smith,New Patient,12,45,29,Completed,722.64,Paid,15.0
APT2599,2024-08-24,Cardiology,Dr. Smith,New Patient,16,45,39,Completed,520.72,Paid,32.0
APT2600,2024-05-31,Orthopedics,Dr. Lee,New Patient,15,45,28,Completed,580.72,Pending,16.0
APT2601,2024-07-26,Orthopedics,Dr. Johnson,Follow-Up,17,30,34,Cancelled,0.0,N/A,
APT2602,2024-02-12,General Practice,Dr. Kim,New Patient,10,45,23,Completed,566.8,Pending,20.0
APT2603,2024-10-16,Pediatrics,Dr. Chen,New Patient,13,45,30,Completed,210.54,Paid,5.0
APT2604,2024-06-12,Cardiology,Dr. Smith,Follow-Up,9,30,11,Cancelled,0.0,N/A,
APT2605,2024-12-01,Orthopedics,Dr. Lee,Urgent Care,17,45,30,Cancelled,0.0,N/A,
APT2606,2024-01-17,Dermatology,Dr. Nguyen,New Patient,15,45,29,Cancelled,0.0,N/A,
APT2607,2024-08-14,Pediatrics,Dr. Wilson,Urgent Care,11,45,7,No-Show,0.0,N/A,
APT2608,2024-12-28,Cardiology,Dr. Patel,New Patient,17,45,5,Cancelled,0.0,N/A,
APT2609,2024-01-05,Cardiology,Dr. Smith,Follow-Up,14,30,41,Cancelled,0.0,N/A,
APT2610,2024-12-19,Cardiology,Dr. Smith,New Patient,17,45,37,Completed,294.2,Pending,11.0
APT2611,2024-08-07,Cardiology,Dr. Smith,Annual Checkup,8,30,25,Completed,145.09,Paid,12.0
APT2612,2024-11-10,General Practice,Dr. Kim,Annual Checkup,9,30,21,No-Show,0.0,N/A,
APT2613,2024-10-06,Dermatology,Dr. Davis,Follow-Up,13,30,15,Cancelled,0.0,N/A,
APT2614,2024-03-16,Dermatology,Dr. Nguyen,Urgent Care,8,45,24,Cancelled,0.0,N/A,
APT2615,2024-09-06,Cardiology,Dr. Patel,New Patient,17,45,6,Completed,550.89,Paid,13.0
APT2616,2024-10-07,Dermatology,Dr. Nguyen,Urgent Care,8,45,11,Completed,601.99,Paid,16.0
APT2617,2024-12-22,General Practice,Dr. Brown,Annual Checkup,11,30,16,Completed,586.07,Pending,23.0
APT2618,2024-10-18,Orthopedics,Dr. Johnson,Annual Checkup,12,30,16,Cancelled,0.0,N/A,
APT2619,2024-07-20,Cardiology,Dr. Smith,Urgent Care,15,45,35,Completed,631.13,Pending,21.0
APT2620,2024-01-05,General Practice,Dr. Garcia,Annual Checkup,11,30,35,No-Show,0.0,N/A,
APT2621,2024-04-18,Cardiology,Dr. Patel,Annual Checkup,14,30,30,Cancelled,0.0,N/A,
APT2622,2024-05-26,Pediatrics,Dr. Wilson,Annual Checkup,9,30,23,Completed,228.64,Paid,7.0
APT2623,2024-04-22,Orthopedics,Dr. Johnson,Annual Checkup,11,30,11,Cancelled,0.0,N/A,
APT2624,2024-01-17,Cardiology,Dr. Smith,Urgent Care,17,45,43,Completed,687.25,Paid,18.0
APT2625,2024-01-03,General Practice,Dr. Brown,Urgent Care,16,45,29,Completed,457.31,Pending,10.0
APT2626,2024-02-29,Cardiology,Dr. Smith,Urgent Care,9,45,40,Completed,410.85,Pending,29.0
APT2627,2024-05-24,Dermatology,Dr. Davis,Annual Checkup,13,30,23,Completed,627.97,Paid,20.0
APT2628,2024-06-14,Dermatology,Dr. Nguyen,New Patient,17,45,20,No-Show,0.0,N/A,
APT2629,2024-06-08,Dermatology,Dr. Nguyen,New Patient,10,45,7,Completed,261.66,Pending,26.0
APT2630,2024-01-05,Pediatrics,Dr. Wilson,Annual Checkup,10,30,15,Completed,347.61,Pending,21.0
APT2631,2024-08-24,Cardiology,Dr. Patel,Follow-Up,15,30,19,Completed,100.77,Paid,11.0
APT2632,2024-06-25,Cardiology,Dr. Smith,New Patient,10,45,49,No-Show,0.0,N/A,
APT2633,2024-02-20,Pediatrics,Dr. Wilson,New Patient,17,45,17,No-Show,0.0,N/A,
APT2634,2024-09-24,Dermatology,Dr. Davis,New Patient,17,45,32,Completed,580.48,Paid,18.0
APT2635,2024-02-24,Cardiology,Dr. Patel,Urgent Care,9,45,17,Completed,248.01,Denied,23.0
APT2636,2024-10-08,General Practice,Dr. Kim,Annual Checkup,9,30,15,Completed,498.28,Paid,22.0
APT2637,2024-12-26,Pediatrics,Dr. Wilson,New Patient,9,45,20,Completed,596.18,Denied,9.0
APT2638,2024-09-30,Orthopedics,Dr. Lee,New Patient,17,45,37,No-Show,0.0,N/A,
APT2639,2024-09-17,Pediatrics,Dr. Wilson,Follow-Up,17,30,38,Completed,662.59,Denied,21.0
APT2640,2024-01-28,General Practice,Dr. Garcia,Follow-Up,9,30,20,Completed,217.68,Paid,24.0
APT2641,2024-01-28,Orthopedics,Dr. Johnson,Follow-Up,10,30,37,Completed,530.53,Paid,19.0
APT2642,2024-03-10,Orthopedics,Dr. Johnson,Annual Checkup,10,30,24,Completed,162.08,Denied,19.0
APT2643,2024-12-01,Pediatrics,Dr. Chen,New Patient,11,45,28,No-Show,0.0,N/A,
APT2644,2024-11-04,General Practice,Dr. Kim,Follow-Up,11,30,13,Completed,615.0,Paid,27.0
APT2645,2024-11-20,Orthopedics,Dr. Johnson,Annual Checkup,11,30,34,Completed,755.97,Pending,13.0
APT2646,2024-03-07,Orthopedics,Dr. Johnson,Annual Checkup,15,30,45,Completed,695.34,Pending,16.0
APT2647,2024-07-09,Cardiology,Dr. Smith,Follow-Up,11,30,43,Completed,452.34,Paid,16.0
APT2648,2024-07-27,General Practice,Dr. Brown,Follow-Up,12,30,20,Completed,102.02,Paid,21.0
APT2649,2024-10-31,General Practice,Dr. Kim,Urgent Care,11,45,22,Completed,421.72,Paid,6.0
APT2650,2024-11-08,Dermatology,Dr. Davis,Follow-Up,16,30,11,No-Show,0.0,N/A,
APT2651,2024-11-02,Cardiology,Dr. Smith,New Patient,9,45,44,Completed,428.77,Paid,17.0
APT2652,2024-03-22,Dermatology,Dr. Davis,Follow-Up,17,30,16,Completed,183.53,Paid,10.0
APT2653,2024-10-04,General Practice,Dr. Brown,Urgent Care,12,45,11,Completed,374.32,Pending,6.0
APT2654,2024-04-13,Dermatology,Dr. Davis,Urgent Care,9,45,19,Completed,109.79,Paid,14.0
APT2655,2024-10-12,General Practice,Dr. Garcia,Urgent Care,13,45,12,Completed,422.35,Paid,18.0
APT2656,2024-12-24,Pediatrics,Dr. Wilson,New Patient,14,45,23,No-Show,0.0,N/A,
APT2657,2024-07-04,Pediatrics,Dr. Chen,Annual Checkup,8,30,37,Cancelled,0.0,N/A,
APT2658,2024-12-01,General Practice,Dr. Garcia,Urgent Care,8,45,8,Completed,374.06,Pending,25.0
APT2659,2024-04-06,General Practice,Dr. Kim,Urgent Care,11,45,28,Completed,340.65,Denied,13.0
APT2660,2024-03-26,Dermatology,Dr. Nguyen,Follow-Up,15,30,22,No-Show,0.0,N/A,
APT2661,2024-08-10,Pediatrics,Dr. Wilson,Annual Checkup,9,30,16,Completed,778.06,Denied,19.0
APT2662,2024-12-06,Orthopedics,Dr. Lee,Annual Checkup,10,30,50,Cancelled,0.0,N/A,
APT2663,2024-12-13,Orthopedics,Dr. Johnson,New Patient,16,45,41,Completed,473.66,Paid,21.0
APT2664,2024-11-14,Dermatology,Dr. Davis,Follow-Up,14,30,17,No-Show,0.0,N/A,
APT2665,2024-05-14,Cardiology,Dr. Patel,Annual Checkup,11,30,20,No-Show,0.0,N/A,
APT2666,2024-08-23,Orthopedics,Dr. Lee,New Patient,10,45,33,Cancelled,0.0,N/A,
APT2667,2024-05-05,Orthopedics,Dr. Johnson,New Patient,12,45,47,No-Show,0.0,N/A,
APT2668,2024-02-10,Orthopedics,Dr. Johnson,Urgent Care,13,45,20,Completed,383.97,Denied,12.0
APT2669,2024-08-27,General Practice,Dr. Garcia,Annual Checkup,14,30,21,Completed,449.57,Paid,12.0
APT2670,2024-11-21,Pediatrics,Dr. Chen,Annual Checkup,13,30,14,No-Show,0.0,N/A,
APT2671,2024-10-15,Pediatrics,Dr. Chen,Urgent Care,15,45,17,Cancelled,0.0,N/A,
APT2672,2024-02-02,Dermatology,Dr. Nguyen,Annual Checkup,14,30,9,No-Show,0.0,N/A,
APT2673,2024-05-26,Orthopedics,Dr. Lee,New Patient,13,45,25,Completed,500.88,Paid,22.0
APT2674,2024-02-14,General Practice,Dr. Kim,Urgent Care,13,45,10,No-Show,0.0,N/A,
APT2675,2024-10-21,General Practice,Dr. Garcia,Annual Checkup,14,30,7,Completed,690.97,Pending,14.0
APT2676,2024-01-07,Cardiology,Dr. Smith,Follow-Up,15,30,42,Cancelled,0.0,N/A,
APT2677,2024-05-16,Dermatology,Dr. Davis,New Patient,10,45,18,Completed,753.19,Denied,15.0
APT2678,2024-11-29,Cardiology,Dr. Patel,Follow-Up,16,30,35,Completed,273.47,Pending,8.0
APT2679,2024-06-03,Pediatrics,Dr. Wilson,Follow-Up,13,30,24,Cancelled,0.0,N/A,
APT2680,2024-10-17,Cardiology,Dr. Patel,Urgent Care,14,45,39,No-Show,0.0,N/A,
APT2681,2024-09-30,Cardiology,Dr. Smith,Annual Checkup,9,30,31,Completed,743.83,Pending,24.0
APT2682,2024-07-07,Cardiology,Dr. Smith,New Patient,16,45,24,Completed,741.31,Paid,25.0
APT2683,2024-03-21,General Practice,Dr. Garcia,Annual Checkup,11,30,21,Cancelled,0.0,N/A,
APT2684,2024-09-15,Orthopedics,Dr. Lee,Annual Checkup,15,30,32,Cancelled,0.0,N/A,
APT2685,2024-02-27,Pediatrics,Dr. Wilson,Follow-Up,15,30,20,No-Show,0.0,N/A,
APT2686,2024-06-23,Cardiology,Dr. Patel,Urgent Care,10,45,34,No-Show,0.0,N/A,
APT2687,2024-07-23,Orthopedics,Dr. Lee,Follow-Up,13,30,47,Completed,236.49,Paid,12.0
APT2688,2024-02-01,Cardiology,Dr. Patel,Follow-Up,8,30,27,Cancelled,0.0,N/A,
APT2689,2024-01-13,Dermatology,Dr. Davis,New Patient,13,45,28,Cancelled,0.0,N/A,
APT2690,2024-12-15,Orthopedics,Dr. Lee,New Patient,10,45,29,No-Show,0.0,N/A,
APT2691,2024-12-05,General Practice,Dr. Garcia,Urgent Care,11,45,27,Completed,118.53,Denied,28.0
APT2692,2024-04-21,Orthopedics,Dr. Johnson,New Patient,14,45,31,Completed,446.06,Pending,22.0
APT2693,2024-03-03,Cardiology,Dr. Smith,Annual Checkup,11,30,23,Completed,345.75,Pending,23.0
APT2694,2024-03-31,Dermatology,Dr. Nguyen,Follow-Up,8,30,22,Completed,502.93,Paid,21.0
APT2695,2024-03-06,Orthopedics,Dr. Lee,Annual Checkup,13,30,29,Completed,679.07,Pending,8.0
APT2696,2024-03-27,Orthopedics,Dr. Johnson,Follow-Up,10,30,40,Completed,589.52,Pending,6.0
APT2697,2024-01-01,Dermatology,Dr. Davis,Urgent Care,12,45,17,Cancelled,0.0,N/A,
APT2698,2024-04-25,Orthopedics,Dr. Lee,Urgent Care,10,45,44,No-Show,0.0,N/A,
APT2699,2024-01-18,Dermatology,Dr. Nguyen,New Patient,15,45,22,Completed,735.18,Paid,30.0
APT2700,2024-09-18,Pediatrics,Dr. Wilson,Urgent Care,10,45,28,Completed,651.54,Paid,14.0
APT2701,2024-04-12,Dermatology,Dr. Davis,New Patient,14,45,20,Completed,109.91,Paid,18.0
